id,annotations,created_at, Annotation results,text,updated_at
1002,1,2024-06-10T18:51:53.776208Z,Neutral,تمو طولو اشوي,2024-06-10T18:51:59.835163Z
1003,1,2024-06-10T18:52:09.476927Z,Neutral,لا باس يغير هذه الحلقة مشكلتها قصيرة,2024-06-10T18:52:09.476927Z
1004,1,2024-06-10T18:52:12.380076Z,Negative,هذا ليس تمثيلا وفاشلا,2024-06-10T18:52:12.380076Z
1005,1,2024-06-10T18:52:16.273377Z,Positive,لايك,2024-06-10T18:52:16.273377Z
1006,1,2024-06-10T18:52:21.092979Z,Positive,ممثله أزونه حتتت هههه,2024-06-10T18:52:21.092979Z
1007,1,2024-06-10T18:52:27.113315Z,Neutral,ذا أتعب أملي,2024-06-10T18:52:27.113315Z
1008,1,2024-06-10T18:52:32.842550Z,Positive,ههههه ممثل طريف,2024-06-10T18:52:32.842550Z
1009,1,2024-06-10T18:52:39.192522Z,Negative,للأسف هذه الحلقات مأخوذة على طريق مسلسلات عراقية و افريقيه شاهداناها مرات,2024-06-10T18:52:39.192522Z
1010,1,2024-06-10T18:52:42.853023Z,Negative,الفكر قديمة جدا,2024-06-10T18:52:42.853023Z
1011,1,2024-06-10T18:52:45.886209Z,Negative,هههههه الله يسخ الممثل ,2024-06-10T18:52:45.886209Z
1012,1,2024-06-10T18:52:51.894692Z,Negative,يا ذا من تمطريص وثقل,2024-06-10T18:52:51.894692Z
1013,1,2024-06-10T18:52:55.429804Z,Positive,اسكي  مزين  هذا,2024-06-10T18:52:55.429804Z
1014,1,2024-06-10T18:52:58.926761Z,Negative,والله العظيم الا خامره ماتظحك,2024-06-10T18:52:58.926761Z
1015,1,2024-06-10T18:53:01.485339Z,Negative,هذا لا الفيافي,2024-06-10T18:53:01.485339Z
1016,1,2024-06-10T18:53:05.475791Z,Positive,ازوين,2024-06-10T18:53:05.475791Z
1017,1,2024-06-10T18:53:10.259526Z,Positive,ههههه هذا باء زين حك,2024-06-10T18:53:10.259526Z
1018,1,2024-06-10T18:53:13.579232Z,Negative,حقيقتا فاشلين,2024-06-10T18:53:13.579232Z
1019,1,2024-06-10T18:53:17.677180Z,Negative,الحلقة الثانية من لمساااااااخ,2024-06-10T18:53:17.677180Z
1020,1,2024-06-10T18:53:20.868720Z,Negative,هذ من الغسلة يرمحه,2024-06-10T18:53:20.868720Z
1021,1,2024-06-10T18:53:26.151784Z,Negative,هذ ڭلت القبول وبلا دوا,2024-06-10T18:53:26.151784Z
1022,1,2024-06-10T18:53:29.832847Z,Negative,هههه الصراحه هذا تعبـان,2024-06-10T18:53:29.832847Z
1023,1,2024-06-10T18:53:32.750186Z,Positive, الحلقة ازوين,2024-06-10T18:53:32.750186Z
1024,1,2024-06-10T19:01:50.089256Z,Negative, ههههه دخناوي دائما واحل فشي شابحو,2024-06-10T19:01:50.089256Z
1025,1,2024-06-10T19:01:58.065781Z,Negative,مفشلها سلسله,2024-06-10T19:01:58.065781Z
1026,1,2024-06-10T19:02:02.213400Z,Neutral,ذ ظرك عنو شنه,2024-06-10T19:02:02.213400Z
1027,1,2024-06-10T19:02:08.481542Z,Negative,ماسخ هاذ تمثيل,2024-06-10T19:02:08.482089Z
1028,1,2024-06-10T19:02:11.287570Z,Negative,خامر,2024-06-10T19:02:11.287570Z
1029,1,2024-06-10T19:02:14.505374Z,Negative,تافه جداااا,2024-06-10T19:02:14.505374Z
1030,1,2024-06-10T19:02:20.784532Z,Negative,اح اتعاب ذوالخلط مايظحك بما انو وجه اظحكو اصلن بعد يغير ظرك مانعرف امالهم,2024-06-10T19:02:20.784532Z
1031,1,2024-06-10T19:02:32.968529Z,Neutral,فاتورة ذكدها,2024-06-10T19:02:32.968529Z
1032,1,2024-06-10T19:02:36.675224Z,Positive, إبداع,2024-06-10T19:02:36.675805Z
1033,1,2024-06-10T19:02:41.835042Z,Neutral,الحال امتين,2024-06-10T19:02:41.835042Z
1034,1,2024-06-10T19:02:46.380286Z,Neutral,انت اهربت ماخلصت الفاتورة,2024-06-10T19:02:46.380286Z
1035,1,2024-06-10T19:02:54.005576Z,Negative,يذاك من الغسله عند الكوم الاثنين,2024-06-10T19:02:54.005576Z
1036,1,2024-06-10T19:02:57.305369Z,Negative,ما يظحك,2024-06-10T19:02:57.305369Z
1037,1,2024-06-10T19:03:00.260411Z,Negative,يذ من القسلة يواجع,2024-06-10T19:03:00.260411Z
1038,1,2024-06-10T19:03:06.902036Z,Negative,أزوين أنت بعد، يقير بصراحه هاذ المسلسل مافت أفهمت محتواه,2024-06-10T19:03:06.902036Z
1039,1,2024-06-10T19:03:10.689820Z,Negative,فظمه حت فيهم,2024-06-10T19:03:10.689820Z
1040,1,2024-06-10T19:03:15.479949Z,Negative,ذ ما مسختو ماه الممثله يكطيع بيك ممسخ جوكه أتفو ذ ما ايكد ايتم كل ليله ابذي الصيفه ابدا,2024-06-10T19:03:15.479949Z
1041,1,2024-06-10T19:03:19.137778Z,Negative,مظحكني الا خمر ذ,2024-06-10T19:03:19.137778Z
1042,1,2024-06-10T19:03:22.824336Z,Positive,هاذ اصة زينة أهرب يبوية,2024-06-10T19:03:22.824336Z
1043,1,2024-06-10T19:09:33.247629Z,Positive,فيه إبداع,2024-06-10T19:09:33.247629Z
1044,1,2024-06-10T19:10:07.376406Z,Negative,عالمولان ال مقسولين,2024-06-10T19:10:07.376406Z
1045,1,2024-06-10T19:10:02.692126Z,Neutral,الواقع الموريتاني,2024-06-10T19:10:02.692126Z
1046,1,2024-06-10T19:09:39.328004Z,Negative,هذ معقول مسلسل مايضحك وخامر وفاشل,2024-06-10T19:09:39.328004Z
1047,1,2024-06-10T18:53:35.713347Z,Negative,ذمايظحك,2024-06-10T18:53:35.713347Z
1048,1,2024-06-10T18:53:38.233898Z,Neutral,عجيب,2024-06-10T18:53:38.233898Z
1049,1,2024-06-10T18:53:41.615826Z,Neutral,ذا عنو شنهو,2024-06-10T18:53:41.615826Z
1050,1,2024-06-10T18:53:48.693359Z,Positive,هو هاذ ألا اعيدل من شي,2024-06-10T18:53:48.693359Z
1051,1,2024-06-10T18:53:51.997811Z,Negative,هذا هو اسوء برنامج هذا العام ,2024-06-10T18:53:51.997811Z
1052,1,2024-06-10T18:53:57.047767Z,Positive,مبروووووك حبيبي,2024-06-10T18:53:57.047767Z
1053,1,2024-06-10T18:54:02.311168Z,Positive,رغبات الوالدين ينجبر اعليهم الا الخير,2024-06-10T18:54:02.311168Z
1054,1,2024-06-10T18:54:07.229411Z,Positive,لمات ذاك اللي اقولوا  ألا حد اعدل توف,2024-06-10T18:54:07.229411Z
1055,1,2024-06-10T18:54:10.565715Z,Positive,حد امش في رغبات الوالدين نجح ونجى في الدنيا والآخرة بارك الله فيك,2024-06-10T18:54:10.565715Z
1056,1,2024-06-10T18:54:14.143386Z,Negative,خسارة,2024-06-10T18:54:14.143386Z
1057,1,2024-06-10T18:54:17.969511Z,Positive,كل الشكر,2024-06-10T18:54:17.969511Z
1058,1,2024-06-10T18:54:21.981399Z,Positive,استجابة ألا للظروف باط هون حد له ايحصل شي لا بدالو يترك ذاك كامل,2024-06-10T18:54:21.981399Z
1059,1,2024-06-10T18:54:28.767921Z,Neutral,يارب  يعمل الممثل العم  دكولهالو ملي والتو,2024-06-10T18:54:28.767921Z
1060,1,2024-06-10T18:54:32.709101Z,Positive,الله يحفظ و يعطيها مورادها فيه,2024-06-10T18:54:32.709101Z
1061,1,2024-06-10T18:54:40.091784Z,Negative,محلاه بلا فايدة خاصة اهل آمريك الواحد إحني عن اعود مدون الا ارصف الحيط,2024-06-10T18:54:40.091784Z
1062,1,2024-06-10T18:54:48.293765Z,Negative,اسلمها ان شاء الله الدحسنا بذا من شكر راسو,2024-06-10T18:54:48.293765Z
1063,1,2024-06-10T18:54:56.434645Z,Positive,البرور يجلب الخير,2024-06-10T18:54:56.434645Z
1064,1,2024-06-10T18:55:00.564294Z,Positive,ياربي اخليهالو  واخليه الها اصل من صابلها ذا الخلق الا سم,2024-06-10T18:55:00.564294Z
1065,1,2024-06-10T18:55:05.497945Z,Negative,أكيد السبب ضغط من الحكومة الفاشلة,2024-06-10T18:55:05.497945Z
1066,1,2024-06-10T18:55:08.924668Z,Positive,كل الاحترام والتقدير,2024-06-10T18:55:08.924668Z
1067,1,2024-06-10T18:55:12.695824Z,Positive,الله يحفظك ذاك صالح,2024-06-10T18:55:12.695824Z
1068,1,2024-06-10T18:55:19.041332Z,Positive,دور نتوحش ذيك بعد المنفى الاختياري ههه,2024-06-10T18:55:19.041332Z
1069,1,2024-06-10T18:55:21.692216Z,Positive,الحمدلله أصل صحة,2024-06-10T18:55:21.692216Z
1070,1,2024-06-10T18:55:24.709416Z,Positive,هههههه استغفر الله العظيم,2024-06-10T18:55:24.709416Z
1071,1,2024-06-10T18:55:28.607484Z,Neutral,العم هو الممثل الموريتاني المشهور,2024-06-10T18:55:28.607484Z
1072,1,2024-06-10T18:55:31.582840Z,Positive,ذاك زين يبوي,2024-06-10T18:55:31.582840Z
1073,1,2024-06-10T18:55:38.361306Z,Positive,الله يسلم والدته و يطول عمرها و عقبال والدات المدونيين لخرين,2024-06-10T18:55:38.361306Z
1074,1,2024-06-10T18:55:41.445979Z,Positive,أفضل قرار ,2024-06-10T18:55:41.445979Z
1075,1,2024-06-10T18:55:47.394897Z,Neutral,معناه نهاية النضال,2024-06-10T18:55:47.394897Z
1076,1,2024-06-10T19:11:18.526085Z,Positive,زين بعد ذيك خليك اتريند,2024-06-10T19:11:18.526085Z
1077,1,2024-06-10T19:11:22.558842Z,Negative,ذاك مايطول,2024-06-10T19:11:22.558842Z
1078,1,2024-06-10T19:11:26.857306Z,Positive,الله اطول اعمرها انشالل الي فصلتو امعاه,2024-06-10T19:11:26.857306Z
1079,1,2024-06-10T19:11:32.992512Z,Positive,الله يعطيه أل فالبرور,2024-06-10T19:11:32.992512Z
1080,1,2024-06-10T19:11:36.741686Z,Positive,حفظهم الله,2024-06-10T19:11:36.741686Z
1081,1,2024-06-10T19:11:40.947336Z,Negative,وذ اشفيه من شى يطرا,2024-06-10T19:11:40.947336Z
1082,1,2024-06-10T19:11:49.355530Z,Negative,صفحتو لا شكر راص الحمدالله لي وف منو,2024-06-10T19:11:49.355530Z
1083,1,2024-06-10T19:09:45.063107Z,Positive,الوالدينْ شي أكبيرْ,2024-06-10T19:09:45.063107Z
1084,1,2024-06-12T21:45:32.828186Z,Negative,يخزيهم كاملين,2024-06-12T21:45:32.828186Z
1085,1,2024-06-12T21:44:56.325110Z,Negative,خوي انت زفيفيط,2024-06-12T21:45:36.862399Z
1086,1,2024-06-12T21:45:00.621767Z,Positive,وخيرت بي جهورية لإسلامية الإيراني,2024-06-12T21:45:00.621767Z
1087,1,2024-06-12T21:45:08.439221Z,Negative,ذاك الي يتعلق ب إيران كامل يوخرصلو الا شور النمجاط,2024-06-12T21:45:08.439221Z
1088,1,2024-06-12T21:45:20.725343Z,Neutral,من زمن الحكومة السابقه وهومو عندهم ذاك النشاط و لاشك انو لاه اعود تكاثر,2024-06-12T21:45:20.725343Z
1089,1,2024-06-12T21:45:41.766860Z,Neutral,هذ حگ والل لا انت مستحفي,2024-06-12T21:45:41.766860Z
1090,1,2024-06-12T21:45:46.765662Z,Neutral,ابأي صيفة نجابر امعاهم,2024-06-12T21:45:46.765662Z
1091,1,2024-06-19T12:32:27.478338Z,Negative,المشكيلة عن هاذ الا وحده من مرادك,2024-06-19T12:32:27.478338Z
1092,1,2024-06-19T12:39:18.707632Z,Neutral,منين اخبار حريڭة ألي فكبتال,2024-06-19T12:39:18.707632Z
1093,1,2024-06-19T12:39:10.962141Z,Negative, انت كاع أثرك ركاج,2024-06-19T12:39:10.962141Z
1094,1,2024-06-19T12:39:00.458481Z,Neutral,سيد نختيرك تواصلني بيهم,2024-06-19T12:39:00.458593Z
1095,1,2024-06-19T12:38:50.955867Z,Negative,البلد أرخس ال لا يجبر الا انت ونوعك,2024-06-19T12:38:50.955867Z
1096,1,2024-06-19T12:38:25.632448Z,Negative,انت ماتكول كلمتين خوات,2024-06-19T12:38:25.632448Z
1097,1,2024-06-19T12:38:20.255848Z,Negative,انت أفيسد يخي,2024-06-19T12:38:20.255848Z
1098,1,2024-06-19T12:39:30.582633Z,Neutral,التزوير مايخدم حد الرئيس سيفوز بأصوات نظيفة,2024-06-19T12:39:30.582633Z
1099,1,2024-06-19T12:32:09.242144Z,Negative,فظمة ف إيرا وفظميتن فيك نت,2024-06-19T12:32:09.242144Z
1100,1,2024-06-19T12:32:14.753745Z,Neutral,أيو وهاي أحظر أمعاهم أفهاذ ألي أتكول,2024-06-19T12:32:14.756386Z
1101,1,2024-06-19T12:31:37.789945Z,Positive,يعلمها الله لحڭ,2024-06-19T12:31:37.789945Z
1102,1,2024-06-19T12:37:31.452499Z,Neutral,قصدك عن فيه حمله عسكرية,2024-06-19T12:37:31.452499Z
1103,1,2024-06-19T12:37:48.974528Z,Neutral,انت بعد بيك لهروب مانك لاه تنسجن,2024-06-19T12:37:48.974528Z
1104,1,2024-06-19T12:37:55.645826Z,Positive,حگ بعد,2024-06-19T12:37:55.645826Z
1105,1,2024-06-19T12:35:17.796938Z,Neutral,هو شنهو,2024-06-19T12:35:17.797977Z
1106,1,2024-06-19T12:35:24.128154Z,Neutral,مانلا الا شفناهم فسانتر امتير,2024-06-19T12:35:24.128154Z
1107,1,2024-06-19T12:35:35.278133Z,Negative,ذ قطعا ألا الحك اليوم ف توجنين كتيبه كامله تزكنن بيب بيب فظمه متوميه,2024-06-19T12:35:35.278133Z
1108,1,2024-06-19T12:35:44.552910Z,Neutral,هاذي صور عند كارفور موري سانتر وسط تفرغ الزينة ماهي الأحياء الشعبية ,2024-06-19T12:35:44.552910Z
1109,1,2024-06-19T12:35:52.522151Z,Negative,ماهي حگ خليك امن الكذب ول اكماش ياأخي انت ماتگد اتعود رجل سياس هاذ النوع امن الكلام ازيگل، البشر مايگول اتعود اتگول انت أنك يبره السياسة,2024-06-19T12:35:52.522151Z
1110,1,2024-06-19T12:35:57.078413Z,Neutral,هذ بعد الصوره عند كرفور سيت اسمار في تفرغ زين,2024-06-19T12:35:57.078413Z
1111,1,2024-06-19T12:36:01.792896Z,Negative,و أنت فشلت أن تخلق القلاقل داخل الدولة,2024-06-19T12:36:01.792896Z
1112,1,2024-06-19T12:36:16.350211Z,Neutral,هاذ لكلام مولاه بعيد بعد,2024-06-19T12:36:16.350211Z
1113,1,2024-06-19T12:36:21.858247Z,Neutral,كنا في البداية نعتقد أنها رسالة سياسية لجار السوء,2024-06-19T12:36:21.858247Z
1114,1,2024-06-19T12:36:26.774354Z,Positive,العافيه اموكه,2024-06-19T12:36:26.774354Z
1115,1,2024-06-19T12:36:35.468289Z,Neutral,ايو حد يفهم راصوا ولل ملي يتكدم,2024-06-19T12:36:35.468289Z
1116,1,2024-06-19T12:36:40.823189Z,Negative,كتلك لا للتزوير يسو الا يخلك,2024-06-19T12:36:40.823189Z
1117,1,2024-06-19T12:30:45.562852Z,Neutral,وحضرتكم إياك لاه اتج تواجه من اكريب,2024-06-19T12:30:45.562852Z
1118,1,2024-06-19T12:30:52.394218Z,Neutral,هذي  الصور كارفور  سيت  سمار  ماه  حي  فقير,2024-06-19T12:30:52.394218Z
1119,1,2024-06-19T12:36:43.933872Z,Positive,ذاك ثابت,2024-06-19T12:36:43.933872Z
1120,1,2024-06-19T12:36:58.850192Z,Negative,أنت ألا الدحس هي حڭك,2024-06-19T12:36:58.850192Z
1121,1,2024-06-19T12:31:04.779179Z,Negative,اكولو عن لكلام من ابعيد صكة,2024-06-19T12:31:04.779179Z
1122,1,2024-06-19T12:31:17.449067Z,Neutral,قليل من الناس فاهم ذيك العقلية,2024-06-19T12:31:17.449067Z
1123,1,2024-06-19T12:31:28.727384Z,Neutral,ذاك كلام حد ماه هون ل ماه ف الديكه ارجيل يبوي,2024-06-19T12:31:28.727384Z
1124,1,2024-06-19T12:30:00.536434Z,Neutral,ذي بعد تفرق زينة  كرفور  سيتسمار,2024-06-19T12:30:00.536434Z
1125,1,2024-06-19T12:30:21.968194Z,Positive,نحن أقل علينا نجبروا حد يگد يعود أصلح للبلاد والعباد يغير اليوم ذا مافيه بديل الراجل هو أشبه لي فذي الساحة اليوم قبل من قبل وأبى من أبى,2024-06-19T12:30:21.968194Z
1126,1,2024-06-19T12:30:28.519832Z,Negative,انت مريض العافية,2024-06-19T12:30:28.519832Z
1127,1,2024-06-19T12:29:44.732968Z,Positive,والله لوخييرت امالك غاير منو,2024-06-19T12:29:44.732968Z
1128,1,2024-06-19T12:29:23.609607Z,Positive,كجك اصل ماه جاحد راسو محسدك,2024-06-19T12:29:23.609607Z
1129,1,2024-06-19T12:29:31.909685Z,Negative,ورخست الجاسوس المرتشي العميل,2024-06-19T12:29:31.909685Z
1130,1,2024-06-19T12:27:53.235892Z,Positive,هي يحفظه متلات صايعه,2024-06-19T12:27:53.235892Z
1131,1,2024-06-19T12:28:00.191840Z,Negative,كجك,2024-06-19T12:28:00.191840Z
1132,1,2024-06-19T12:28:13.283760Z,Neutral,هذا اكبيل اتعود طرت فيه سابك يعلن دعمو ال غزواني وتعود عندك سبق إخباري ماه مقسول,2024-06-19T12:28:13.283760Z
1133,1,2024-06-19T12:28:36.944332Z,Negative,يتمصرط مسكين,2024-06-19T12:28:36.944332Z
1134,1,2024-06-19T12:28:24.119652Z,Positive,وخيرت يذاك من كلت القسله,2024-06-19T12:28:24.119652Z
1135,1,2024-06-19T12:28:43.198976Z,Neutral,ذ شفيه حكلل,2024-06-19T12:28:43.199975Z
1136,1,2024-06-19T12:28:51.905940Z,Negative,الجاسوس,2024-06-19T12:28:51.905940Z
1137,1,2024-06-19T12:28:58.010272Z,Positive,هي يحفظها شغاله,2024-06-19T12:28:58.010272Z
1138,1,2024-06-19T12:29:02.336169Z,Negative,والله ألاّ وريخست,2024-06-19T12:29:02.336169Z
1139,1,2024-06-19T12:27:40.447969Z,Positive,المدير متعدل,2024-06-19T12:27:40.447969Z
1140,1,2024-06-19T12:27:29.554025Z,Neutral,أيو مالو جريمته شنهي,2024-06-19T12:27:29.554025Z
1141,1,2024-06-19T12:43:24.923207Z,Neutral,تدعم انت مرشح او هامك الناس تمشي امعاك,2024-06-19T12:43:24.923207Z
1142,1,2024-06-14T22:21:18.297618Z,Neutral,اصل ماه جاحدهَ,2024-06-14T22:21:18.297618Z
1143,1,2024-06-14T22:21:26.669511Z,Positive,يحفظو راجل رزين وشغال,2024-06-14T22:21:26.669511Z
1144,1,2024-06-14T22:21:31.211844Z,Neutral,يبدو عنها يحفظها ماتلات صايعه,2024-06-14T22:21:31.211844Z
1145,1,2024-06-14T22:21:37.093842Z,Positive,رجل الأعمال الطيب بارك الله فيه,2024-06-14T22:21:37.093842Z
1146,1,2024-06-19T12:43:13.384468Z,Neutral,السياسة الا ذ كيفها,2024-06-19T12:43:13.384468Z
1147,1,2024-06-14T22:20:55.509924Z,Neutral,هي يحفظها ماتلات صايعة اعل ذي الحالة السياسة الا ذا كيفتها,2024-06-14T22:20:55.509924Z
1148,1,2024-06-14T22:21:06.638188Z,Positive,ازيدو ذاك  حسنا فعل وإضافة نوعية,2024-06-14T22:21:06.638188Z
1149,1,2024-06-19T12:27:22.009287Z,Positive,يعملو هو حر فراصو,2024-06-19T12:27:22.009287Z
1150,1,2024-06-14T22:20:20.568372Z,Neutral,أشرب الشاي بالياسمين,2024-06-14T22:20:20.568372Z
1151,1,2024-06-14T22:20:24.979642Z,Positive,احسنت صنعا,2024-06-14T22:20:24.979642Z
1152,1,2024-06-14T22:20:31.271214Z,Neutral,يا أهل أمبود مااااااااني,2024-06-14T22:20:31.271214Z
1153,1,2024-06-14T22:20:39.111611Z,Negative,ذيك بعد كذبة واكفة بالعجلة,2024-06-14T22:20:39.111611Z
1154,1,2024-06-14T22:20:48.034664Z,Neutral,دور يتواجھلكم ذاك انت فأمريكا,2024-06-14T22:20:48.034664Z
1155,1,2024-06-14T22:19:57.916377Z,Neutral,لا للعسكر,2024-06-14T22:19:57.916377Z
1156,1,2024-06-14T22:19:54.023882Z,Positive,احسنت والله,2024-06-14T22:19:54.023882Z
1157,1,2024-06-14T22:20:02.163421Z,Neutral,والشعب عند كلمته,2024-06-14T22:20:02.163421Z
1158,1,2024-06-14T22:20:08.118866Z,Positive,صحيح كمشة,2024-06-14T22:20:08.118866Z
1159,1,2024-06-14T22:20:14.850399Z,Neutral,ذ من كالولك,2024-06-14T22:20:14.850399Z
1160,1,2024-06-19T12:26:56.798810Z,Positive,ذاك ثابت خوي,2024-06-19T12:26:56.798810Z
1161,1,2024-06-19T12:27:11.043437Z,Neutral,حلل ادويري لوهام خلي عنك الجيش,2024-06-19T12:27:11.043437Z
1162,1,2024-06-19T12:27:02.146965Z,Neutral,او جي انت هون اوتوف,2024-06-19T12:27:02.146965Z
1163,1,2024-06-14T22:19:43.274483Z,Neutral,مايعود على جثته هو بدل الشعب,2024-06-14T22:19:43.274483Z
1164,1,2024-06-19T12:43:04.434644Z,Negative,طير انت,2024-06-19T12:43:04.434644Z
1165,1,2024-06-19T12:26:49.990874Z,Neutral,سنحمي أصواتنا,2024-06-19T12:26:49.990874Z
1166,1,2024-06-19T12:42:50.722533Z,Neutral,رجاء انشرلي ذا الفيديو,2024-06-19T12:42:50.722533Z
1167,1,2024-06-14T22:19:33.116419Z,Negative,الجيش تعبان، خالي أفراد الجيش والحرس والشرطة تعابه,2024-06-14T22:19:33.116419Z
1168,1,2024-06-14T22:19:39.038472Z,Negative,مانك واحل فشي,2024-06-14T22:19:39.038472Z
1169,1,2024-06-19T12:20:03.354130Z,Negative,انت جنيت,2024-06-19T12:20:03.354130Z
1170,1,2024-06-19T12:20:08.686224Z,Negative,مانك حاكي شي,2024-06-19T12:20:08.686224Z
1171,1,2024-06-19T12:19:51.450914Z,Negative,دور يطيح فيك شي موه ذاك,2024-06-19T12:19:51.450914Z
1172,1,2024-06-19T12:26:32.495210Z,Negative,ماتگول شي مسمنك,2024-06-19T12:26:32.495210Z
1173,1,2024-06-14T22:18:49.326685Z,Negative,تفو بذاك,2024-06-14T22:18:49.326685Z
1174,1,2024-06-14T22:18:56.500691Z,Neutral,حگل تخط,2024-06-14T22:18:56.500691Z
1175,1,2024-06-14T22:19:01.892505Z,Negative,ذاك حك يغير صاحبك كايس كوناكري,2024-06-14T22:19:01.892505Z
1176,1,2024-06-14T22:19:06.900389Z,Neutral,يستقال وتوف,2024-06-14T22:19:06.900389Z
1177,1,2024-06-19T12:19:35.892052Z,Negative,الحال صعيب,2024-06-19T12:19:35.892052Z
1178,1,2024-06-14T22:19:14.382038Z,Positive,والله بعد ال حك,2024-06-14T22:19:14.382038Z
1179,1,2024-06-14T22:19:19.534830Z,Negative,طير مانك واحل فشي، شي موترو ص نجاح عامل اعليه,2024-06-14T22:19:19.534830Z
1180,1,2024-06-19T12:19:41.523777Z,Positive,أصل ويلين,2024-06-19T12:19:41.523777Z
1181,1,2024-06-14T22:17:42.884052Z,Negative,متىوتر لا انت,2024-06-14T22:17:42.884052Z
1182,1,2024-06-14T22:17:57.932978Z,Positive,هو حد نجاحو مضمون ما لاهي اوترو شي,2024-06-14T22:17:57.932978Z
1183,1,2024-06-14T22:18:10.291034Z,Neutral,يستقال الص ويستراح گاع,2024-06-14T22:18:10.291034Z
1184,1,2024-06-14T22:18:17.337915Z,Positive,ولد الغزواني لايفتركم خالك 65% إدور يكبظه الفوك المعارضة ماه خالكه,2024-06-14T22:18:17.337915Z
1185,1,2024-06-14T22:18:21.332724Z,Neutral,ھو أمرابط,2024-06-14T22:18:21.332724Z
1186,1,2024-06-14T22:18:27.681639Z,Neutral,في النهاية سيفوز غزواني   في الشوط الأول,2024-06-14T22:18:27.681639Z
1187,1,2024-06-14T22:18:37.891500Z,Neutral,ذاك كلتو الا انت الحملة مافات بدات هو ال مرتبك الا نتومه مستعجلين الامور حد يتحره نين تبدأ الحملة,2024-06-14T22:18:37.891500Z
1188,1,2024-06-14T22:18:43.555392Z,Negative,اللا ايزيدو قلق عن ذاك,2024-06-14T22:18:43.555392Z
1189,1,2024-06-14T22:17:00.864741Z,Positive,كلام من ذهب,2024-06-14T22:17:00.864741Z
1190,1,2024-06-14T22:17:11.297692Z,Neutral,هومسكين ظروفو اتم الا صعب دئما ولا يظهر اعليه الخير,2024-06-14T22:17:11.297692Z
1191,1,2024-06-14T22:17:15.753051Z,Positive,وللهي ذاك لحك,2024-06-14T22:17:15.753051Z
1192,1,2024-06-14T22:17:21.513303Z,Neutral,مابيه بعد مرشحك انت أڭوله أنا لك اتمونك بيه,2024-06-14T22:17:21.514333Z
1193,1,2024-06-14T22:17:26.692691Z,Negative,الا يريحن منو,2024-06-14T22:17:26.692691Z
1194,1,2024-06-14T22:17:33.400014Z,Positive,وخيرت كماش,2024-06-14T22:17:33.400014Z
1195,1,2024-06-14T22:17:49.131755Z,Negative,الجبان إدور يعرف ذاك صوكو كم,2024-06-14T22:17:49.131755Z
1196,1,2024-06-19T12:26:16.661019Z,Positive,اسكي بيك المدون,2024-06-19T12:26:16.661019Z
1197,1,2024-06-19T12:19:05.698170Z,Negative,اندور منو لا الفصال,2024-06-19T12:19:05.698170Z
1198,1,2024-06-19T12:19:18.311596Z,Positive,انتوم الا لعياط غزواني ناجح يسو گاع تم متمرفگ افدارو,2024-06-19T12:19:18.311596Z
1199,1,2024-06-19T12:19:24.878215Z,Negative,يجب على الشعب ان يعاقبه أشد عقاب,2024-06-19T12:19:24.878215Z
1200,1,2024-06-14T22:16:55.913088Z,Negative,اصل بعد ماه تحليل دويري,2024-06-14T22:16:55.913088Z
1201,1,2024-06-14T22:16:29.382477Z,Neutral,ههه اصل ماه متوتره تبارك الله,2024-06-14T22:16:29.382477Z
1202,1,2024-06-19T12:18:53.319434Z,Negative,إلا يرحن منو توف,2024-06-19T12:18:53.319434Z
1203,1,2024-06-14T22:15:46.099555Z,Neutral,الفيديو منين؟,2024-06-14T22:15:46.099555Z
1204,1,2024-06-14T22:15:50.583293Z,Neutral,خبير في قراءة الوجوه هذا صيد، الطاقم خبير الا في الكذب لحمر,2024-06-14T22:15:50.583293Z
1205,1,2024-06-14T22:15:56.797247Z,Neutral,ايو ليس من رأى كمن سمع,2024-06-14T22:15:56.797247Z
1206,1,2024-06-14T22:16:01.096493Z,Positive,البركة في البروفسير سوماري,2024-06-14T22:16:01.096493Z
1207,1,2024-06-14T22:16:06.710130Z,Neutral,اعطون سبب واحد على الترهات,2024-06-14T22:16:06.710130Z
1208,1,2024-06-14T22:16:10.946785Z,Neutral,انعم يخي,2024-06-14T22:16:10.946785Z
1209,1,2024-06-14T22:16:19.295611Z,Neutral,نبغي نعرف ش موتر هو بلا منافس,2024-06-14T22:16:19.295611Z
1210,1,2024-06-14T22:15:40.579484Z,Neutral,طين الفيديو ووفين من لخبار,2024-06-14T22:15:40.579484Z
1211,1,2024-06-14T22:14:25.229434Z,Negative,فاشل حك فذي الانتخابات ول الغزواني,2024-06-14T22:14:25.229434Z
1212,1,2024-06-14T22:14:30.029026Z,Positive,اح صرت الا ضامن الفوز وراسو بارد باط خبارو من توتر ذا راجل عندو من مدراء الحملة و الامكانيات الي ماهم عند اي مترشح ذا لاهي يوترو شنه,2024-06-14T22:14:30.029026Z
1213,1,2024-06-14T22:14:35.303763Z,Negative,لا يزيدو فذاك أن شاء الله يريحن منو,2024-06-14T22:14:35.303763Z
1214,1,2024-06-14T22:14:44.067949Z,Neutral,ذاك ألا تجنان الراس,2024-06-14T22:14:44.067949Z
1215,1,2024-06-14T22:14:48.029987Z,Neutral,غزواني جاك الأسد,2024-06-14T22:14:48.029987Z
